season,year,month,hour,holiday,weekday,workingday,weather,temp,feel_temp,humidity,windspeed,count
fall,0,8,7,False,0,False,clear,27.880000000000003,31.82,0.83,19.9995,0.03172978505629478
fall,0,8,8,False,0,False,clear,28.7,33.335,0.79,15.0013,0.09416581371545547
fall,0,8,9,False,0,False,clear,29.52,34.85,0.74,15.0013,0.23643807574206754
fall,0,8,10,False,0,False,clear,30.34,35.605,0.74,16.997899999999998,0.2804503582395087
fall,0,8,11,False,0,False,clear,32.800000000000004,39.395,0.63,19.0012,0.3203684749232344
fall,0,8,12,False,0,False,clear,33.62,40.15,0.59,19.0012,0.3828045035823951
fall,0,8,13,False,0,False,clear,32.800000000000004,38.635000000000005,0.59,27.9993,0.3172978505629478
fall,0,8,14,False,0,False,rain,28.7,33.335,0.79,26.0027,0.240532241555783
fall,0,8,15,False,0,False,clear,28.7,33.335,0.84,19.0012,0.06960081883316274
fall,0,8,16,False,0,False,clear,29.52,34.85,0.79,11.0014,0.2640736949846469
fall,0,8,17,False,0,False,clear,29.52,34.85,0.79,8.9981,0.27635619242579323
fall,0,8,18,False,0,False,clear,29.52,34.85,0.79,16.997899999999998,0.31832139201637666
fall,0,8,19,False,0,False,clear,29.52,34.09,0.7,16.997899999999998,0.28863868986693964
fall,0,8,20,False,0,False,clear,28.7,33.335,0.79,16.997899999999998,0.18526100307062435
fall,0,8,21,False,0,False,clear,28.7,33.335,0.79,16.997899999999998,0.14124872057318322
fall,0,8,22,False,0,False,misty,28.7,33.335,0.79,12.998,0.13715455475946775
fall,0,8,23,False,0,False,clear,28.7,33.335,0.74,11.0014,0.06960081883316274
fall,0,8,0,False,1,True,clear,27.880000000000003,31.82,0.79,11.0014,0.04094165813715456
fall,0,8,1,False,1,True,clear,27.880000000000003,31.82,0.79,6.0032,0.021494370522006142
fall,0,8,2,False,1,True,misty,28.7,32.575,0.65,7.0015,0.008188331627430911
fall,0,8,3,False,1,True,rain,28.7,32.575,0.65,8.9981,0.00511770726714432
fall,0,8,4,False,1,True,clear,27.880000000000003,31.82,0.65,12.998,0.012282497441146366
fall,0,8,5,False,1,True,clear,27.06,31.06,0.65,23.9994,0.02456499488229273
fall,0,8,6,False,1,True,clear,27.06,31.06,0.61,19.9995,0.11463664278403275
fall,0,8,7,False,1,True,clear,27.06,31.06,0.61,22.0028,0.28761514841351077
fall,0,8,8,False,1,True,clear,27.06,31.06,0.61,22.0028,0.3592630501535312
fall,0,8,9,False,1,True,clear,27.880000000000003,31.82,0.54,16.997899999999998,0.19140225179119755
fall,0,8,10,False,1,True,clear,28.7,32.575,0.48,19.0012,0.12384851586489252
fall,0,8,11,False,1,True,clear,29.52,32.575,0.34,22.0028,0.13408393039918118
fall,0,8,12,False,1,True,clear,30.34,32.575,0.35,26.0027,0.21187308085977483
fall,0,8,13,False,1,True,clear,30.34,32.575,0.3,31.0009,0.2098259979529171
fall,0,8,14,False,1,True,clear,30.34,32.575,0.3,26.0027,0.23029682702149437
fall,0,8,15,False,1,True,clear,30.34,32.575,0.3,19.9995,0.20368474923234392
fall,0,8,16,False,1,True,clear,30.34,32.575,0.3,26.0027,0.32753326509723646
fall,0,8,17,False,1,True,clear,30.34,32.575,0.27,22.0028,0.6049129989764586
fall,0,8,18,False,1,True,clear,29.52,32.575,0.28,19.9995,0.623336745138178
fall,0,8,19,False,1,True,clear,28.7,31.82,0.3,19.0012,0.4257932446264074
fall,0,8,20,False,1,True,clear,27.06,31.06,0.34,12.998,0.2743091095189355
fall,0,8,21,False,1,True,clear,26.24,31.06,0.38,12.998,0.2128966223132037
fall,0,8,22,False,1,True,clear,26.24,31.06,0.38,19.9995,0.15660184237461616
fall,0,8,23,False,1,True,clear,25.42,31.06,0.41,16.997899999999998,0.06550665301944729
fall,0,8,0,False,2,True,clear,24.6,31.06,0.43,12.998,0.03582395087001024
fall,0,8,1,False,2,True,clear,23.78,27.275,0.49,12.998,0.019447287615148412
fall,0,8,2,False,2,True,clear,22.96,26.515,0.52,12.998,0.006141248720573183
fall,0,8,3,False,2,True,clear,22.96,26.515,0.52,19.0012,0.006141248720573183
fall,0,8,4,False,2,True,clear,22.14,25.76,0.56,11.0014,0.00511770726714432
fall,0,8,5,False,2,True,clear,22.14,25.76,0.56,12.998,0.0368474923234391
fall,0,8,6,False,2,True,clear,22.14,25.76,0.6,12.998,0.11668372569089049
fall,0,8,7,False,2,True,clear,24.6,31.06,0.49,12.998,0.35209825997952915
fall,0,8,8,False,2,True,misty,25.42,31.06,0.5,0.0,0.5158648925281474
fall,0,8,9,False,2,True,misty,27.06,31.06,0.44,0.0,0.23029682702149437
fall,0,8,10,False,2,True,clear,28.7,31.82,0.37,0.0,0.15148413510747186
fall,0,8,11,False,2,True,clear,28.7,31.82,0.34,7.0015,0.19037871033776868
fall,0,8,12,False,2,True,clear,28.7,31.82,0.39,6.0032,0.24257932446264074
fall,0,8,13,False,2,True,clear,29.52,32.575,0.3,7.0015,0.23950870010235414
fall,0,8,14,False,2,True,clear,29.52,32.575,0.3,6.0032,0.6663254861821903
fall,0,8,15,False,2,True,clear,29.52,32.575,0.34,15.0013,0.6151484135107472
fall,0,8,16,False,2,True,clear,29.52,32.575,0.32,8.9981,0.45445240532241554
fall,0,8,17,False,2,True,clear,29.52,32.575,0.34,15.0013,0.48311156601842375
fall,0,8,18,False,2,True,clear,29.52,32.575,0.34,12.998,0.5312180143295804
fall,0,8,19,False,2,True,clear,27.06,31.06,0.5,15.0013,0.37563971340839303
fall,0,8,20,False,2,True,clear,26.24,31.06,0.53,16.997899999999998,0.2661207778915046
fall,0,8,21,False,2,True,clear,25.42,31.06,0.57,0.0,0.21596724667349027
fall,0,8,22,False,2,True,clear,25.42,31.06,0.57,8.9981,0.195496417604913
fall,0,8,23,False,2,True,clear,25.42,30.305,0.61,8.9981,0.08188331627430911
fall,0,8,0,False,3,True,clear,25.42,31.06,0.57,8.9981,0.038894575230296824
fall,0,8,1,False,3,True,clear,24.6,30.305,0.6,7.0015,0.02456499488229273
fall,0,8,2,False,3,True,clear,23.78,27.275,0.68,8.9981,0.006141248720573183
fall,0,8,3,False,3,True,clear,23.78,27.275,0.68,8.9981,0.0010235414534288639
fall,0,8,4,False,3,True,clear,22.96,26.515,0.73,7.0015,0.007164790174002047
fall,0,8,5,False,3,True,clear,22.96,26.515,0.73,7.0015,0.027635619242579325
fall,0,8,6,False,3,True,clear,22.96,26.515,0.73,0.0,0.1105424769703173
fall,0,8,7,False,3,True,clear,24.6,30.305,0.64,6.0032,0.31525076765609006
fall,0,8,8,False,3,True,clear,25.42,30.305,0.69,8.9981,0.4790174002047083
fall,0,8,9,False,3,True,clear,26.24,30.305,0.69,16.997899999999998,0.218014329580348
fall,0,8,10,False,3,True,clear,28.7,32.575,0.58,19.0012,0.14943705220061412
fall,0,8,11,False,3,True,clear,29.52,33.335,0.54,19.9995,0.18935516888433981
fall,0,8,12,False,3,True,clear,30.34,34.09,0.55,22.0028,0.240532241555783
fall,0,8,13,False,3,True,clear,31.16,34.09,0.48,27.9993,0.24155578300921188
fall,0,8,14,False,3,True,clear,31.16,34.09,0.48,27.9993,0.20880245649948823
fall,0,8,15,False,3,True,clear,31.16,34.09,0.48,30.0026,0.20880245649948823
fall,0,8,16,False,3,True,clear,31.16,34.85,0.52,27.9993,0.2773797338792221
fall,0,8,17,False,3,True,clear,31.16,34.85,0.52,23.9994,0.5803480040941658
fall,0,8,18,False,3,True,clear,30.34,34.09,0.55,19.9995,0.6356192425793245
fall,0,8,19,False,3,True,clear,30.34,34.09,0.55,19.9995,0.4503582395087001
fall,0,8,20,False,3,True,clear,29.52,33.335,0.58,19.9995,0.34186284544524054
fall,0,8,21,False,3,True,clear,28.7,32.575,0.61,23.9994,0.24155578300921188
fall,0,8,22,False,3,True,clear,28.7,32.575,0.65,23.9994,0.18526100307062435
fall,0,8,23,False,3,True,clear,27.880000000000003,31.82,0.69,19.9995,0.07164790174002048
fall,0,8,0,False,4,True,clear,27.880000000000003,31.82,0.74,19.9995,0.05322415557830092
fall,0,8,1,False,4,True,clear,27.880000000000003,31.82,0.69,26.0027,0.015353121801432957
fall,0,8,2,False,4,True,clear,27.880000000000003,31.82,0.69,26.0027,0.00511770726714432
fall,0,8,3,False,4,True,clear,27.06,31.06,0.74,22.0028,0.0040941658137154556
fall,0,8,4,False,4,True,clear,27.06,30.305,0.78,26.0027,0.007164790174002047
fall,0,8,5,False,4,True,clear,27.06,30.305,0.83,27.9993,0.02661207778915046
fall,0,8,6,False,4,True,clear,27.06,30.305,0.83,22.0028,0.10440122824974411
fall,0,8,7,False,4,True,misty,27.880000000000003,31.82,0.79,22.0028,0.3203684749232344
fall,0,8,8,False,4,True,misty,28.7,33.335,0.74,19.9995,0.4953940634595701
fall,0,8,9,False,4,True,misty,29.52,34.09,0.7,19.9995,0.16581371545547594
fall,0,8,10,False,4,True,misty,30.34,34.85,0.66,19.9995,0.14534288638689866
fall,0,8,11,False,4,True,rain,28.7,33.335,0.79,0.0,0.15455475946775846
fall,0,8,12,False,4,True,rain,28.7,33.335,0.79,0.0,0.04196519959058342
fall,0,8,13,False,4,True,clear,28.7,33.335,0.79,7.0015,0.037871033776867964
fall,0,8,14,False,4,True,misty,29.52,34.85,0.74,0.0,0.11566018423746162
fall,0,8,15,False,4,True,misty,30.34,34.85,0.7,0.0,0.13510747185261002
fall,0,8,16,False,4,True,clear,29.52,35.605,0.84,0.0,0.12384851586489252
fall,0,8,17,False,4,True,clear,29.52,35.605,0.84,0.0,0.3193449334698055
fall,0,8,18,False,4,True,misty,29.52,35.605,0.84,8.9981,0.41760491299897645
fall,0,8,19,False,4,True,misty,27.06,30.305,0.78,22.0028,0.27840327533265097
fall,0,8,20,False,4,True,clear,26.24,29.545,0.78,23.9994,0.23029682702149437
fall,0,8,21,False,4,True,clear,26.24,29.545,0.78,19.0012,0.19140225179119755
fall,0,8,22,False,4,True,clear,25.42,28.79,0.83,0.0,0.150460593654043
fall,0,8,23,False,4,True,clear,25.42,28.79,0.83,6.0032,0.08597748208802457
fall,0,8,0,False,5,True,clear,25.42,28.79,0.83,8.9981,0.052200614124872056
fall,0,8,1,False,5,True,clear,25.42,28.79,0.83,0.0,0.02354145342886387
fall,0,8,2,False,5,True,clear,25.42,28.03,0.88,8.9981,0.02047082906857728
fall,0,8,3,False,5,True,clear,24.6,27.275,0.88,7.0015,0.011258955987717503
fall,0,8,4,False,5,True,clear,25.42,28.03,0.88,0.0,0.008188331627430911
fall,0,8,5,False,5,True,misty,25.42,28.03,0.88,0.0,0.02661207778915046
fall,0,8,6,False,5,True,clear,25.42,28.03,0.88,0.0,0.10747185261003071
fall,0,8,7,False,5,True,clear,26.24,28.79,0.83,0.0,0.27226202661207777
fall,0,8,8,False,5,True,clear,27.06,30.305,0.83,7.0015,0.413510747185261
fall,0,8,9,False,5,True,clear,28.7,33.335,0.74,0.0,0.23541453428863868
fall,0,8,10,False,5,True,clear,30.34,34.85,0.66,6.0032,0.12589559877175024
fall,0,8,11,False,5,True,misty,31.16,35.605,0.62,0.0,0.21903787103377687
fall,0,8,12,False,5,True,misty,31.16,36.365,0.66,7.0015,0.24872057318321392
fall,0,8,13,False,5,True,misty,31.98,37.12,0.59,7.0015,0.24257932446264074
fall,0,8,14,False,5,True,clear,32.800000000000004,38.635000000000005,0.59,0.0,0.2241555783009212
fall,0,8,15,False,5,True,misty,32.800000000000004,38.635000000000005,0.59,12.998,0.2548618219037871
fall,0,8,16,False,5,True,clear,31.98,37.12,0.62,7.0015,0.3510747185261003
fall,0,8,17,False,5,True,clear,30.34,35.605,0.74,16.997899999999998,0.5005117707267144
fall,0,8,18,False,5,True,misty,30.34,35.605,0.74,8.9981,0.4196519959058342
fall,0,8,19,False,5,True,clear,29.52,34.85,0.79,7.0015,0.2968270214943705
fall,0,8,20,False,5,True,clear,29.52,34.85,0.79,6.0032,0.22722620266120777
fall,0,8,21,False,5,True,clear,29.52,34.85,0.79,11.0014,0.19447287615148415
fall,0,8,22,False,5,True,clear,29.52,34.85,0.79,7.0015,0.1555783009211873
fall,0,8,23,False,5,True,clear,28.7,33.335,0.84,6.0032,0.13920163766632548
fall,0,8,0,False,6,False,clear,28.7,33.335,0.84,7.0015,0.14841351074718526
fall,0,8,1,False,6,False,clear,28.7,33.335,0.84,11.0014,0.06550665301944729
fall,0,8,2,False,6,False,clear,28.7,33.335,0.84,12.998,0.07881269191402251
fall,0,8,3,False,6,False,misty,28.7,33.335,0.84,15.0013,0.030706243602865915
fall,0,8,4,False,6,False,misty,28.7,33.335,0.84,15.0013,0.0040941658137154556
fall,0,8,5,False,6,False,misty,28.7,33.335,0.84,19.9995,0.012282497441146366
fall,0,8,6,False,6,False,misty,28.7,33.335,0.84,19.9995,0.01842374616171955
fall,0,8,7,False,6,False,misty,28.7,33.335,0.84,23.9994,0.028659160696008188
fall,0,8,8,False,6,False,misty,28.7,33.335,0.84,16.997899999999998,0.07778915046059365
fall,0,8,9,False,6,False,misty,28.7,33.335,0.84,27.9993,0.15967246673490276
fall,0,8,10,False,6,False,misty,28.7,33.335,0.79,31.0009,0.2098259979529171
fall,0,8,11,False,6,False,rain,27.06,29.545,0.89,27.9993,0.09007164790174002
fall,0,8,12,False,6,False,rain,27.06,30.305,0.83,32.9975,0.07778915046059365
fall,0,8,13,False,6,False,rain,27.06,30.305,0.83,26.0027,0.044012282497441144
fall,0,8,14,False,6,False,rain,26.24,28.79,0.89,36.9974,0.02354145342886387
fall,0,8,15,False,6,False,rain,26.24,28.79,0.89,36.9974,0.030706243602865915
fall,0,8,16,False,6,False,rain,26.24,28.79,0.89,35.0008,0.02456499488229273
fall,0,8,17,False,6,False,rain,26.24,28.79,0.89,55.9986,0.016376663254861822
fall,0,8,7,False,0,False,rain,25.42,28.79,0.83,23.9994,0.0010235414534288639
fall,0,8,8,False,0,False,rain,25.42,28.79,0.83,27.9993,0.008188331627430911
fall,0,8,9,False,0,False,clear,27.06,31.06,0.74,27.9993,0.05424769703172978
fall,0,8,10,False,0,False,clear,28.7,32.575,0.61,40.9973,0.14534288638689866
fall,0,8,11,False,0,False,clear,28.7,32.575,0.58,26.0027,0.24257932446264074
fall,0,8,12,False,0,False,clear,30.34,33.335,0.51,26.0027,0.3132036847492323
fall,0,8,13,False,0,False,clear,31.16,34.09,0.45,23.9994,0.44114636642784033
fall,0,8,14,False,0,False,clear,31.98,34.85,0.43,27.9993,0.45752302968270214
fall,0,8,15,False,0,False,clear,31.98,34.85,0.43,23.9994,0.48004094165813715
fall,0,8,16,False,0,False,clear,32.800000000000004,35.605,0.36,26.0027,0.5025588536335721
fall,0,8,17,False,0,False,clear,31.16,34.09,0.4,19.9995,0.40736949846468784
fall,0,8,18,False,0,False,clear,30.34,33.335,0.42,15.0013,0.41146366427840325
fall,0,8,19,False,0,False,clear,29.52,33.335,0.48,7.0015,0.3961105424769703
fall,0,8,20,False,0,False,clear,29.52,32.575,0.45,7.0015,0.21903787103377687
fall,0,8,21,False,0,False,clear,27.06,31.06,0.61,8.9981,0.19037871033776868
fall,0,8,22,False,0,False,clear,26.24,30.305,0.69,7.0015,0.10030706243602866
fall,0,8,23,False,0,False,clear,25.42,29.545,0.73,7.0015,0.06550665301944729
fall,0,8,0,False,1,True,clear,25.42,29.545,0.73,7.0015,0.03480040941658137
fall,0,8,1,False,1,True,clear,24.6,29.545,0.69,7.0015,0.02047082906857728
fall,0,8,2,False,1,True,clear,24.6,29.545,0.69,12.998,0.01330603889457523
fall,0,8,3,False,1,True,clear,24.6,29.545,0.69,7.0015,0.006141248720573183
fall,0,8,4,False,1,True,clear,22.96,26.515,0.68,8.9981,0.0030706243602865915
fall,0,8,5,False,1,True,clear,22.96,26.515,0.73,8.9981,0.017400204708290685
fall,0,8,6,False,1,True,clear,22.96,26.515,0.73,8.9981,0.10440122824974411
fall,0,8,7,False,1,True,clear,24.6,30.305,0.6,15.0013,0.2906857727737973
fall,0,8,8,False,1,True,clear,25.42,31.06,0.57,16.997899999999998,0.413510747185261
fall,0,8,9,False,1,True,clear,25.42,31.06,0.53,16.997899999999998,0.19242579324462641
fall,0,8,10,False,1,True,clear,27.06,31.06,0.47,15.0013,0.11770726714431934
fall,0,8,11,False,1,True,clear,27.06,31.06,0.47,11.0014,0.14124872057318322
fall,0,8,12,False,1,True,misty,27.880000000000003,31.82,0.44,11.0014,0.21187308085977483
fall,0,8,13,False,1,True,misty,28.7,31.82,0.39,0.0,0.22313203684749233
fall,0,8,14,False,1,True,clear,28.7,31.82,0.42,0.0,0.1862845445240532
fall,0,8,15,False,1,True,clear,28.7,31.82,0.42,11.0014,0.22517911975435004
fall,0,8,16,False,1,True,clear,29.52,32.575,0.42,11.0014,0.28863868986693964
fall,0,8,17,False,1,True,misty,28.7,31.82,0.47,15.0013,0.6049129989764586
fall,0,8,18,False,1,True,clear,27.06,31.06,0.47,16.997899999999998,0.5598771750255885
fall,0,8,19,False,1,True,clear,27.06,31.06,0.47,16.997899999999998,0.37563971340839303
fall,0,8,20,False,1,True,clear,26.24,31.06,0.53,11.0014,0.2835209825997953
fall,0,8,21,False,1,True,clear,26.24,31.06,0.53,12.998,0.2067553735926305
fall,0,8,22,False,1,True,clear,25.42,31.06,0.57,8.9981,0.14534288638689866
fall,0,8,23,False,1,True,clear,24.6,30.305,0.6,6.0032,0.0767656090071648
fall,0,8,0,False,2,True,clear,22.96,26.515,0.73,8.9981,0.027635619242579325
fall,0,8,1,False,2,True,clear,22.96,26.515,0.68,7.0015,0.01330603889457523
fall,0,8,2,False,2,True,clear,22.14,25.76,0.73,7.0015,0.01023541453428864
fall,0,8,3,False,2,True,clear,22.14,25.76,0.73,12.998,0.0040941658137154556
fall,0,8,4,False,2,True,clear,21.32,25.0,0.77,11.0014,0.006141248720573183
fall,0,8,5,False,2,True,clear,21.32,25.0,0.77,6.0032,0.028659160696008188
fall,0,8,6,False,2,True,clear,22.14,25.76,0.73,7.0015,0.1218014329580348
fall,0,8,7,False,2,True,clear,22.96,26.515,0.68,8.9981,0.3654042988741044
fall,0,8,8,False,2,True,clear,25.42,31.06,0.57,8.9981,0.5046059365404298
fall,0,8,9,False,2,True,clear,27.06,31.06,0.5,15.0013,0.22313203684749233
fall,0,8,10,False,2,True,clear,28.7,31.82,0.39,15.0013,0.14022517911975435
fall,0,8,11,False,2,True,clear,29.52,32.575,0.37,12.998,0.17911975435005117
fall,0,8,12,False,2,True,clear,29.52,32.575,0.37,0.0,0.24257932446264074
fall,0,8,13,False,2,True,clear,30.34,32.575,0.35,7.0015,0.23439099283520984
fall,0,8,14,False,2,True,clear,30.34,32.575,0.33,11.0014,0.21392016376663256
fall,0,8,15,False,2,True,clear,30.34,32.575,0.35,15.0013,0.20061412487205732
fall,0,8,16,False,2,True,clear,30.34,32.575,0.37,11.0014,0.34493346980552714
fall,0,8,17,False,2,True,clear,29.52,32.575,0.42,12.998,0.6253838280450358
fall,0,8,18,False,2,True,clear,28.7,31.82,0.45,11.0014,0.5895598771750256
fall,0,8,19,False,2,True,clear,27.06,31.06,0.5,6.0032,0.4759467758444217
fall,0,8,20,False,2,True,clear,27.06,31.06,0.5,0.0,0.30501535312180145
fall,0,8,21,False,2,True,clear,26.24,30.305,0.65,6.0032,0.22824974411463664
fall,0,8,22,False,2,True,clear,25.42,30.305,0.61,0.0,0.14636642784032752
fall,0,8,23,False,2,True,clear,25.42,30.305,0.61,0.0,0.09518935516888434
fall,0,8,0,False,3,True,clear,24.6,29.545,0.69,0.0,0.032753326509723645
fall,0,8,1,False,3,True,clear,24.6,29.545,0.69,0.0,0.015353121801432957
fall,0,8,2,False,3,True,clear,22.96,26.515,0.73,0.0,0.006141248720573183
fall,0,8,3,False,3,True,clear,22.96,26.515,0.78,0.0,0.006141248720573183
fall,0,8,4,False,3,True,clear,22.96,26.515,0.73,0.0,0.00511770726714432
fall,0,8,5,False,3,True,clear,22.14,25.76,0.83,6.0032,0.027635619242579325
fall,0,8,6,False,3,True,clear,22.14,25.76,0.77,0.0,0.11361310133060389
fall,0,8,7,False,3,True,clear,24.6,28.79,0.78,0.0,0.33572159672466734
fall,0,8,8,False,3,True,clear,25.42,30.305,0.69,0.0,0.4779938587512794
fall,0,8,9,False,3,True,clear,26.24,30.305,0.69,6.0032,0.24974411463664278
fall,0,8,10,False,3,True,clear,28.7,31.82,0.45,7.0015,0.14124872057318322
fall,0,8,11,False,3,True,clear,29.52,32.575,0.42,8.9981,0.1750255885363357
fall,0,8,12,False,3,True,clear,30.34,33.335,0.43,8.9981,0.2661207778915046
fall,0,8,13,False,3,True,clear,30.34,32.575,0.37,7.0015,0.2262026612077789
fall,0,8,14,False,3,True,clear,30.34,32.575,0.4,8.9981,0.20061412487205732
fall,0,8,15,False,3,True,clear,30.34,32.575,0.4,8.9981,0.17604912998976457
fall,0,8,16,False,3,True,clear,30.34,33.335,0.42,8.9981,0.3162743091095189
fall,0,8,17,False,3,True,clear,29.52,32.575,0.45,8.9981,0.6223132036847492
fall,0,8,18,False,3,True,clear,28.7,32.575,0.51,15.0013,0.5783009211873081
fall,0,8,19,False,3,True,clear,34.44,38.635000000000005,0.47,16.997899999999998,0.4564994882292733
fall,0,8,20,False,3,True,clear,27.06,31.06,0.57,8.9981,0.29580348004094165
fall,0,8,21,False,3,True,clear,27.06,31.06,0.61,6.0032,0.20573183213920163
fall,0,8,22,False,3,True,clear,26.24,30.305,0.69,0.0,0.16069600818833163
fall,0,8,23,False,3,True,clear,24.6,28.79,0.78,7.0015,0.08597748208802457
fall,0,9,0,False,4,True,clear,24.6,28.79,0.78,7.0015,0.052200614124872056
fall,0,9,1,False,4,True,clear,24.6,29.545,0.73,6.0032,0.021494370522006142
fall,0,9,2,False,4,True,clear,23.78,27.275,0.78,6.0032,0.0255885363357216
fall,0,9,3,False,4,True,clear,23.78,27.275,0.78,6.0032,0.014329580348004094
fall,0,9,4,False,4,True,clear,22.96,26.515,0.83,6.0032,0.007164790174002047
fall,0,9,5,False,4,True,clear,22.96,26.515,0.73,6.0032,0.02354145342886387
fall,0,9,6,False,4,True,clear,24.6,28.79,0.78,0.0,0.10747185261003071
fall,0,9,7,False,4,True,clear,24.6,28.79,0.78,0.0,0.3500511770726714
fall,0,9,8,False,4,True,clear,25.42,29.545,0.73,8.9981,0.5097236438075742
fall,0,9,9,False,4,True,clear,26.24,30.305,0.69,7.0015,0.21187308085977483
fall,0,9,10,False,4,True,clear,27.880000000000003,31.82,0.61,8.9981,0.14124872057318322
fall,0,9,11,False,4,True,clear,29.52,33.335,0.51,8.9981,0.19651995905834185
fall,0,9,12,False,4,True,misty,29.52,33.335,0.51,8.9981,0.23439099283520984
fall,0,9,13,False,4,True,misty,29.52,33.335,0.48,6.0032,0.2241555783009212
fall,0,9,14,False,4,True,rain,29.52,33.335,0.54,16.997899999999998,0.20266120777891505
fall,0,9,15,False,4,True,clear,29.52,33.335,0.51,8.9981,0.1780962128966223
fall,0,9,16,False,4,True,clear,30.34,33.335,0.51,12.998,0.31525076765609006
fall,0,9,17,False,4,True,clear,29.52,33.335,0.54,16.997899999999998,0.6427840327533265
fall,0,9,18,False,4,True,clear,29.52,33.335,0.54,15.0013,0.5435005117707267
fall,0,9,19,False,4,True,clear,28.7,32.575,0.58,11.0014,0.4534288638689867
fall,0,9,20,False,4,True,clear,27.06,31.06,0.61,15.0013,0.2865916069600819
fall,0,9,21,False,4,True,misty,27.06,31.06,0.57,12.998,0.1811668372569089
fall,0,9,22,False,4,True,misty,27.06,31.06,0.57,15.0013,0.18321392016376664
fall,0,9,23,False,4,True,clear,26.24,30.305,0.65,16.997899999999998,0.12896622313203684
fall,0,9,0,False,5,True,clear,26.24,30.305,0.65,12.998,0.06550665301944729
fall,0,9,1,False,5,True,rain,25.42,29.545,0.73,7.0015,0.032753326509723645
fall,0,9,2,False,5,True,rain,25.42,29.545,0.73,7.0015,0.02047082906857728
fall,0,9,3,False,5,True,misty,24.6,28.03,0.83,11.0014,0.008188331627430911
fall,0,9,4,False,5,True,clear,24.6,28.03,0.83,6.0032,0.0040941658137154556
fall,0,9,5,False,5,True,misty,24.6,28.03,0.83,8.9981,0.02047082906857728
fall,0,9,6,False,5,True,clear,24.6,28.03,0.83,8.9981,0.07778915046059365
fall,0,9,7,False,5,True,clear,24.6,28.03,0.83,7.0015,0.26509723643807576
fall,0,9,8,False,5,True,clear,25.42,29.545,0.78,12.998,0.46673490276356194
fall,0,9,9,False,5,True,misty,25.42,28.79,0.83,7.0015,0.22517911975435004
fall,0,9,10,False,5,True,misty,26.24,30.305,0.76,11.0014,0.14329580348004095
fall,0,9,11,False,5,True,misty,27.06,31.06,0.74,7.0015,0.19651995905834185
fall,0,9,12,False,5,True,misty,27.06,31.06,0.69,15.0013,0.2661207778915046
fall,0,9,13,False,5,True,misty,27.880000000000003,31.82,0.65,8.9981,0.28556806550665303
fall,0,9,14,False,5,True,misty,28.7,32.575,0.61,7.0015,0.2896622313203685
fall,0,9,15,False,5,True,misty,28.7,32.575,0.61,16.997899999999998,0.3541453428863869
fall,0,9,16,False,5,True,misty,28.7,32.575,0.61,8.9981,0.38996929375639716
fall,0,9,17,False,5,True,misty,27.880000000000003,31.82,0.65,11.0014,0.4657113613101331
fall,0,9,18,False,5,True,misty,27.880000000000003,31.82,0.65,12.998,0.3633572159672467
fall,0,9,19,False,5,True,clear,27.06,31.06,0.69,8.9981,0.2937563971340839
fall,0,9,20,False,5,True,clear,26.24,30.305,0.73,0.0,0.20061412487205732
fall,0,9,21,False,5,True,misty,26.24,30.305,0.73,6.0032,0.15250767656090072
fall,0,9,22,False,5,True,misty,26.24,30.305,0.73,11.0014,0.150460593654043
fall,0,9,23,False,5,True,misty,26.24,30.305,0.73,11.0014,0.10030706243602866
fall,0,9,0,False,6,False,misty,26.24,30.305,0.73,7.0015,0.08904810644831115
fall,0,9,1,False,6,False,misty,26.24,30.305,0.69,16.997899999999998,0.07574206755373593
fall,0,9,2,False,6,False,misty,26.24,30.305,0.69,15.0013,0.04196519959058342
fall,0,9,3,False,6,False,clear,25.42,29.545,0.73,11.0014,0.03582395087001024
fall,0,9,4,False,6,False,clear,25.42,29.545,0.73,11.0014,0.007164790174002047
fall,0,9,5,False,6,False,clear,25.42,30.305,0.69,12.998,0.012282497441146366
fall,0,9,6,False,6,False,clear,25.42,29.545,0.73,11.0014,0.02354145342886387
fall,0,9,7,False,6,False,clear,25.42,29.545,0.73,12.998,0.038894575230296824
fall,0,9,8,False,6,False,clear,26.24,30.305,0.69,11.0014,0.09109518935516889
fall,0,9,9,False,6,False,misty,27.06,31.06,0.69,16.997899999999998,0.20573183213920163
fall,0,9,10,False,6,False,rain,27.06,31.06,0.65,16.997899999999998,0.2640736949846469
fall,0,9,11,False,6,False,rain,27.06,31.06,0.69,19.0012,0.1985670419651996
fall,0,9,12,False,6,False,clear,28.7,32.575,0.61,15.0013,0.263050153531218
fall,0,9,13,False,6,False,clear,28.7,32.575,0.65,15.0013,0.36131013306038895
fall,0,9,14,False,6,False,misty,29.52,34.09,0.66,11.0014,0.3889457523029683
fall,0,9,15,False,6,False,clear,29.52,34.09,0.7,11.0014,0.3971340839303992
fall,0,9,16,False,6,False,clear,29.52,34.09,0.7,12.998,0.3828045035823951
fall,0,9,17,False,6,False,clear,29.52,34.09,0.7,15.0013,0.3797338792221085
fall,0,9,18,False,6,False,clear,29.52,34.09,0.7,11.0014,0.34698055271238487
fall,0,9,19,False,6,False,clear,28.7,33.335,0.74,8.9981,0.30194472876151485
fall,0,9,20,False,6,False,clear,28.7,33.335,0.79,11.0014,0.2241555783009212
fall,0,9,21,False,6,False,clear,27.880000000000003,31.82,0.83,8.9981,0.16786079836233367
